0 0 0 0
0 1 0 0
0 2 0 0
0 3 0 0
0 4 0 0
0 5 0 0
0 6 0 0
0 7 0 0
0 8 0 0
0 9 0 0
0 10 0 0
0 11 0 0
0 12 0 0
0 13 0 0
0 14 0 0
0 15 0 0
0 16 0 0
0 17 0 0
0 18 0 0
0 19 0 0
0 20 0 0
0 21 0 0
0 22 0 0
0 23 0 0
0 24 0 0
0 25 0 0
0 26 0 0
0 27 0 0
0 28 0 0
0 29 0 0
0 30 0 0
0 31 0 0
0 32 0 0
0 33 0 0
0 34 0 0
0 35 0 0
0 36 0 0
0 37 0 0
0 38 0 0
0 39 0 0
0 40 0 0
0 41 0 0
0 42 0 0
0 43 0 0
0 44 0 0
0 45 0 0
0 46 0 0
0 47 0 0
0 48 0 0
0 49 0.5 0
1 0 0 0
1 1 5.71087e-06 -1.05314e-05
1 2 -1.71643e-05 -8.63522e-06
1 3 -5.95096e-05 4.57112e-05
1 4 -0.000109997 0.000170488
1 5 -0.000162901 0.00037227
1 6 -0.000215409 0.000652149
1 7 -0.000266306 0.00100861
1 8 -0.000314919 0.00143867
1 9 -0.000360861 0.00193879
1 10 -0.000403935 0.00250495
1 11 -0.000443876 0.00313267
1 12 -0.000480333 0.00381714
1 13 -0.00051306 0.00455311
1 14 -0.000541663 0.00533477
1 15 -0.000565788 0.00615584
1 16 -0.000585096 0.00700955
1 17 -0.000599297 0.00788851
1 18 -0.00060802 0.00878499
1 19 -0.00061122 0.00969092
1 20 -0.000608744 0.010598
1 21 -0.000600675 0.0114979
1 22 -0.000587223 0.0123826
1 23 -0.000568938 0.0132445
1 24 -0.000546321 0.0140767
1 25 -0.0005203 0.0148735
1 26 -0.000491977 0.0156305
1 27 -0.000462728 0.0163453
1 28 -0.00043435 0.0170176
1 29 -0.00040889 0.0176499
1 30 -0.000388879 0.0182482
1 31 -0.000377528 0.0188226
1 32 -0.000378737 0.019388
1 33 -0.000397416 0.019966
1 34 -0.000439944 0.0205862
1 35 -0.000514796 0.0212885
1 36 -0.000633169 0.0221268
1 37 -0.000810279 0.0231735
1 38 -0.00106679 0.0245258
1 39 -0.00143112 0.0263142
1 40 -0.00194233 0.0287146
1 41 -0.00265432 0.0319638
1 42 -0.00364189 0.0363788
1 43 -0.00500616 0.0423798
1 44 -0.00686892 0.0505003
1 45 -0.00927418 0.0613149
1 46 -0.0115976 0.074922
1 47 -0.00770505 0.08865
1 48 0.0239979 0.0803573
1 49 0.5 0
2 0 0 0
2 1 2.72132e-06 9.78261e-06
2 2 -7.60201e-05 6.3723e-05
2 3 -0.000207422 0.000214225
2 4 -0.000361713 0.00048735
2 5 -0.000523468 0.000894705
2 6 -0.000684761 0.00143952
2 7 -0.00084161 0.00212037
2 8 -0.000991868 0.00293306
2 9 -0.00113426 0.00387184
2 10 -0.00126786 0.00492982
2 11 -0.00139182 0.00609925
2 12 -0.00150518 0.00737145
2 13 -0.00160694 0.00873703
2 14 -0.00169604 0.0101856
2 15 -0.00177136 0.0117058
2 16 -0.00183183 0.0132856
2 17 -0.00187652 0.0149117
2 18 -0.00190453 0.0165705
2 19 -0.00191539 0.0182474
2 20 -0.00190887 0.0199278
2 21 -0.00188517 0.0215968
2 22 -0.00184497 0.0232402
2 23 -0.00178958 0.0248442
2 24 -0.00172086 0.0263964
2 25 -0.00164146 0.0278864
2 26 -0.00155471 0.0293062
2 27 -0.00146483 0.0306506
2 28 -0.00137709 0.0319188
2 29 -0.00129776 0.0331143
2 30 -0.00123449 0.0342466
2 31 -0.00119677 0.0353319
2 32 -0.00119611 0.036395
2 33 -0.00124702 0.037471
2 34 -0.001368 0.0386078
2 35 -0.00158297 0.0398692
2 36 -0.00192317 0.041339
2 37 -0.00242975 0.043126
2 38 -0.00315684 0.0453703
2 39 -0.00417526 0.0482484
2 40 -0.00557591 0.0519778
2 41 -0.00747123 0.0568129
2 42 -0.00998828 0.063019
2 43 -0.0132308 0.0707881
2 44 -0.0171293 0.079992
2 45 -0.0208657 0.08948
2 46 -0.020509 0.0950809
2 47 -0.000731468 0.0838923
2 48 0.124963 0.0179608
2 49 0.5 0
3 0 0 0
3 1 -4.75682e-05 4.81158e-05
3 2 -0.000224112 0.000182716
3 3 -0.000488371 0.000455284
3 4 -0.000793794 0.000890598
3 5 -0.00111422 0.00150147
3 6 -0.0014352 0.00229229
3 7 -0.00174866 0.00326207
3 8 -0.00205 0.00440622
3 9 -0.00233626 0.00571787
3 10 -0.00260532 0.00718835
3 11 -0.00285523 0.00880768
3 12 -0.00308402 0.0105646
3 13 -0.0032896 0.0124467
3 14 -0.00346987 0.0144402
3 15 -0.0036226 0.0165304
3 16 -0.0037457 0.018701
3 17 -0.00383721 0.0209349
3 18 -0.00389556 0.0232139
3 19 -0.00391966 0.0255189
3 20 -0.00390909 0.0278306
3 21 -0.00386418 0.0301293
3 22 -0.00378624 0.0323959
3 23 -0.00367766 0.0346122
3 24 -0.00354209 0.0367613
3 25 -0.0033845 0.0388288
3 26 -0.00321142 0.0408032
3 27 -0.00303103 0.0426766
3 28 -0.00285333 0.0444462
3 29 -0.00269047 0.0461145
3 30 -0.00255718 0.0476913
3 31 -0.00247128 0.0491943
3 32 -0.00245445 0.0506513
3 33 -0.00253345 0.0521014
3 34 -0.00274167 0.0535975
3 35 -0.00312106 0.0552086
3 36 -0.00372457 0.0570223
3 37 -0.00461879 0.059147
3 38 -0.00588613 0.061712
3 39 -0.00762473 0.0648639
3 40 -0.0099426 0.0687522
3 41 -0.0129362 0.0734932
3 42 -0.0166297 0.0790857
3 43 -0.0208097 0.0852233
3 44 -0.0245702 0.0908872
3 45 -0.025003 0.0934822
3 46 -0.013361 0.0871366
3 47 0.0384915 0.0600851
3 48 0.190543 0.00946669
3 49 0.5 0
4 0 0 0
4 1 -0.000159496 9.14484e-05
4 2 -0.000479499 0.000314403
4 3 -0.000914533 0.000715813
4 4 -0.00140711 0.00131371
4 5 -0.00192232 0.00211851
4 6 -0.00243938 0.00313396
4 7 -0.0029458 0.00435887
4 8 -0.00343395 0.00578839
4 9 -0.00389873 0.00741491
4 10 -0.00433629 0.00922869
4 11 -0.00474321 0.0112185
4 12 -0.00511618 0.0133713
4 13 -0.00545177 0.0156727
4 14 -0.00574651 0.0181068
4 15 -0.00599679 0.0206564
4 16 -0.00619927 0.0233025
4 17 -0.00635082 0.0260252
4 18 -0.0064489 0.0288031
4 19 -0.00649168 0.031614
4 20 -0.00647835 0.0344349
4 21 -0.00640937 0.0372429
4 22 -0.00628662 0.040015
4 23 -0.00611375 0.0427294
4 24 -0.00589627 0.0453655
4 25 -0.00564188 0.0479051
4 26 -0.00536052 0.0503334
4 27 -0.00506482 0.0526391
4 28 -0.00477014 0.0548162
4 29 -0.00449518 0.0568645
4 30 -0.00426232 0.058791
4 31 -0.00409833 0.0606109
4 32 -0.00403544 0.0623488
4 33 -0.00411257 0.0640402
4 34 -0.00437695 0.0657326
4 35 -0.00488591 0.0674861
4 36 -0.00570871 0.0693737
4 37 -0.00692726 0.0714792
4 38 -0.00863402 0.0738913
4 39 -0.0109231 0.0766895
4 40 -0.0138659 0.0799148
4 41 -0.0174532 0.0835115
4 42 -0.0214612 0.0872137
4 43 -0.0251437 0.0903335
4 44 -0.0265092 0.0913813
4 45 -0.0205798 0.0874441
4 46 0.0049394 0.0734708
4 47 0.0775863 0.0441029
4 48 0.23419 0.00481297
4 49 0.5 0
5 0 0 0
5 1 -0.00033435 0.000133004
5 2 -0.000843801 0.000440829
5 3 -0.00148422 0.000965629
5 4 -0.00219321 0.00171653
5 5 -0.00293017 0.00269922
